ts_kst,vehId,plateNo,first_seen_ts,last_seen_ts,min_predict_sec,max_predict_sec,samples,departure_reason
2026-09-17T21:34:48+09:00,204003592,경기70아6518,2026-09-17T21:32:44+09:00,2026-09-17T21:33:46+09:00,400,400,2,vehicle_changed
